id,url_id,user_id,event_type,timestamp,details
114,114,37,created,2025-11-11 11:19:47,"{""short_code"":""Rbb6ex"",""original_url"":""https://seeded.app/dawn/beacon/114""}"
115,115,218,created,2025-05-30 10:38:18,"{""short_code"":""PvEmld"",""original_url"":""https://acme.dev/jade/engine/115""}"
116,116,171,created,2025-06-09 17:27:33,"{""short_code"":""kdXihG"",""original_url"":""https://opswise.net/lively/window/116""}"
117,117,3,created,2025-06-14 12:08:04,"{""short_code"":""SR12de"",""original_url"":""https://example.com/proud/island/117""}"
118,118,27,created,2025-11-21 20:27:06,"{""short_code"":""hYExxC"",""original_url"":""https://example.com/vivid/zenith/118""}"
119,119,191,created,2025-03-22 05:49:10,"{""short_code"":""DZrZ53"",""original_url"":""https://relay.cloud/urban/river/119""}"
120,120,111,created,2025-03-06 14:34:36,"{""short_code"":""eQcstJ"",""original_url"":""https://seeded.app/ivory/uplink/120""}"
121,121,65,created,2025-04-21 18:20:24,"{""short_code"":""Eb1Gjm"",""original_url"":""https://example.com/silver/river/121""}"
122,122,19,created,2026-01-01 02:47:33,"{""short_code"":""7tKKmM"",""original_url"":""https://example.com/opal/valley/122""}"
123,123,169,created,2025-05-03 12:35:01,"{""short_code"":""ZEWqt5"",""original_url"":""https://example.com/quiet/orbit/123""}"
124,124,315,created,2025-11-09 01:53:03,"{""short_code"":""a3ZhnA"",""original_url"":""https://relay.cloud/warm/quartz/124""}"
125,125,280,created,2025-10-12 03:46:17,"{""short_code"":""20qhaK"",""original_url"":""https://relay.cloud/silver/zenith/125""}"
126,126,28,created,2025-11-11 07:20:09,"{""short_code"":""eZb9Ve"",""original_url"":""https://seeded.app/lively/beacon/126""}"
127,127,133,created,2025-12-09 01:36:59,"{""short_code"":""G9ubo4"",""original_url"":""https://seeded.app/cobalt/zenith/127""}"
128,128,18,created,2025-01-06 15:35:37,"{""short_code"":""5SM8lD"",""original_url"":""https://acme.dev/calm/river/128""}"
129,129,294,created,2025-08-24 05:32:10,"{""short_code"":""4hwInB"",""original_url"":""https://acme.dev/urban/delta/129""}"
130,130,247,created,2025-11-19 16:46:20,"{""short_code"":""u3SR28"",""original_url"":""https://opswise.net/dawn/delta/130""}"
131,131,61,created,2026-01-14 13:44:33,"{""short_code"":""w5woz4"",""original_url"":""https://hackstack.io/quiet/valley/131""}"
132,132,254,created,2026-02-19 06:57:17,"{""short_code"":""xbmYap"",""original_url"":""https://hackstack.io/warm/journey/132""}"
133,133,188,created,2025-05-23 14:23:23,"{""short_code"":""ul29nH"",""original_url"":""https://seeded.app/harbor/harvest/133""}"
134,134,116,created,2025-03-08 22:13:44,"{""short_code"":""IBctEw"",""original_url"":""https://seeded.app/jade/harvest/134""}"
135,135,80,created,2025-07-28 13:07:09,"{""short_code"":""XndgAx"",""original_url"":""https://opswise.net/cobalt/quartz/135""}"
136,136,82,created,2026-01-08 06:46:11,"{""short_code"":""KmEUmB"",""original_url"":""https://opswise.net/cobalt/engine/136""}"
137,137,28,created,2025-03-25 04:12:28,"{""short_code"":""3lfPFb"",""original_url"":""https://opswise.net/young/engine/137""}"
138,138,247,created,2025-05-21 23:51:43,"{""short_code"":""8MAlHG"",""original_url"":""https://example.com/tidy/kernel/138""}"
139,139,293,created,2026-01-25 13:12:23,"{""short_code"":""gEaZwg"",""original_url"":""https://example.com/lively/delta/139""}"
140,140,272,created,2025-06-23 01:33:10,"{""short_code"":""BkaMCQ"",""original_url"":""https://relay.cloud/keen/field/140""}"
141,141,302,created,2026-01-16 05:00:23,"{""short_code"":""JVhmrQ"",""original_url"":""https://seeded.app/jade/island/141""}"
142,142,52,created,2025-12-19 18:27:11,"{""short_code"":""wJ9ysM"",""original_url"":""https://example.com/clear/signal/142""}"
143,143,217,created,2025-02-01 21:15:27,"{""short_code"":""O03iQ5"",""original_url"":""https://seeded.app/harbor/trail/143""}"
144,144,166,created,2025-11-19 03:27:51,"{""short_code"":""GiBqxd"",""original_url"":""https://relay.cloud/calm/river/144""}"
145,145,32,created,2025-03-07 02:27:16,"{""short_code"":""PwaNtT"",""original_url"":""https://opswise.net/quiet/network/145""}"
146,146,98,created,2025-02-16 02:40:30,"{""short_code"":""OfK61Q"",""original_url"":""https://relay.cloud/proud/canyon/146""}"
147,147,129,created,2025-07-10 20:12:04,"{""short_code"":""qwcC1u"",""original_url"":""https://example.com/gold/trail/147""}"
148,148,309,created,2025-08-29 09:30:27,"{""short_code"":""aYT03q"",""original_url"":""https://example.com/ember/zenith/148""}"
149,149,130,created,2025-01-03 05:17:11,"{""short_code"":""GqYEZ4"",""original_url"":""https://example.com/young/meadow/149""}"
150,150,92,created,2025-04-30 01:06:14,"{""short_code"":""okIgUX"",""original_url"":""https://hackstack.io/silver/quartz/150""}"
151,151,123,created,2025-07-15 19:37:53,"{""short_code"":""lPc1YT"",""original_url"":""https://seeded.app/forest/signal/151""}"
152,152,57,created,2025-11-05 04:05:14,"{""short_code"":""y6wNMU"",""original_url"":""https://example.com/harbor/network/152""}"
153,153,7,created,2026-01-03 06:28:49,"{""short_code"":""tLkGFj"",""original_url"":""https://acme.dev/quiet/quartz/153""}"
154,154,95,created,2025-08-12 01:58:14,"{""short_code"":""ubzWtE"",""original_url"":""https://example.com/keen/network/154""}"
155,155,119,created,2025-12-13 18:22:12,"{""short_code"":""XMbWI7"",""original_url"":""https://opswise.net/ivory/zenith/155""}"
156,156,146,created,2025-04-14 11:38:43,"{""short_code"":""ooXoRy"",""original_url"":""https://hackstack.io/ember/island/156""}"
157,157,50,created,2025-12-06 03:33:34,"{""short_code"":""dKzbHC"",""original_url"":""https://example.com/navy/lagoon/157""}"
158,158,219,created,2025-07-29 20:55:28,"{""short_code"":""wmBsc1"",""original_url"":""https://seeded.app/mellow/zenith/158""}"
159,159,175,created,2025-09-14 00:32:31,"{""short_code"":""yLQsQv"",""original_url"":""https://acme.dev/amber/network/159""}"
160,160,375,created,2025-10-12 07:19:18,"{""short_code"":""AgTWIP"",""original_url"":""https://hackstack.io/navy/valley/160""}"
161,161,199,created,2025-12-24 22:53:12,"{""short_code"":""8vraFS"",""original_url"":""https://relay.cloud/ember/lagoon/161""}"
162,162,222,created,2025-06-07 11:06:12,"{""short_code"":""9CtvM8"",""original_url"":""https://hackstack.io/silver/network/162""}"
163,163,8,created,2025-02-17 15:47:47,"{""short_code"":""oHFvTE"",""original_url"":""https://hackstack.io/dawn/harvest/163""}"
164,164,128,created,2025-09-25 08:26:18,"{""short_code"":""5dKXj5"",""original_url"":""https://opswise.net/mellow/zenith/164""}"
165,165,54,created,2025-11-05 19:00:41,"{""short_code"":""ijUsMG"",""original_url"":""https://example.com/calm/zenith/165""}"
166,166,22,created,2025-09-03 02:08:13,"{""short_code"":""vsX88R"",""original_url"":""https://relay.cloud/young/kernel/166""}"
167,167,200,created,2025-01-07 15:09:11,"{""short_code"":""FTQjdx"",""original_url"":""https://seeded.app/rapid/pioneer/167""}"
168,168,151,created,2025-10-23 01:49:26,"{""short_code"":""kYkH5T"",""original_url"":""https://relay.cloud/navy/window/168""}"
169,169,253,created,2026-01-27 16:19:25,"{""short_code"":""tsEyUP"",""original_url"":""https://hackstack.io/amber/uplink/169""}"
170,170,95,created,2025-11-28 00:49:22,"{""short_code"":""weFRQn"",""original_url"":""https://relay.cloud/quiet/signal/170""}"
171,171,287,created,2025-06-03 11:32:05,"{""short_code"":""JIBLg9"",""original_url"":""https://seeded.app/navy/yard/171""}"
172,172,207,created,2025-03-07 15:21:02,"{""short_code"":""rwJTzI"",""original_url"":""https://seeded.app/vivid/engine/172""}"
173,173,269,created,2025-07-17 20:26:19,"{""short_code"":""Qr1qQD"",""original_url"":""https://acme.dev/gold/pioneer/173""}"
174,174,241,created,2025-02-05 17:14:52,"{""short_code"":""bBIkNS"",""original_url"":""https://acme.dev/opal/window/174""}"
175,175,198,created,2025-02-17 00:57:02,"{""short_code"":""PjxuPV"",""original_url"":""https://example.com/urban/window/175""}"
176,176,93,created,2025-04-17 13:57:07,"{""short_code"":""VWbJgT"",""original_url"":""https://hackstack.io/proud/signal/176""}"
177,177,171,created,2025-02-27 05:28:51,"{""short_code"":""Cm7i8L"",""original_url"":""https://acme.dev/clear/island/177""}"
178,178,24,created,2025-09-10 06:54:50,"{""short_code"":""xbFIQ4"",""original_url"":""https://relay.cloud/rapid/quartz/178""}"
179,179,174,created,2025-08-13 19:24:53,"{""short_code"":""z5XdBu"",""original_url"":""https://seeded.app/jade/trail/179""}"
180,180,144,created,2025-09-30 22:09:20,"{""short_code"":""xHchrc"",""original_url"":""https://seeded.app/ember/journey/180""}"
181,181,233,created,2025-07-30 01:25:43,"{""short_code"":""7uIQI1"",""original_url"":""https://hackstack.io/vivid/uplink/181""}"
182,182,257,created,2025-03-20 03:42:02,"{""short_code"":""NdaJ1W"",""original_url"":""https://opswise.net/lively/signal/182""}"
183,183,98,created,2025-01-18 15:32:20,"{""short_code"":""XEKrgA"",""original_url"":""https://opswise.net/quiet/network/183""}"
184,184,398,created,2025-04-11 20:21:27,"{""short_code"":""T9fHb0"",""original_url"":""https://example.com/young/lagoon/184""}"
185,185,371,created,2025-12-27 09:00:00,"{""short_code"":""l4zwp8"",""original_url"":""https://acme.dev/ember/engine/185""}"
186,186,65,created,2025-02-28 04:47:43,"{""short_code"":""hCGoWF"",""original_url"":""https://hackstack.io/cobalt/harvest/186""}"
187,187,164,created,2025-08-29 16:11:58,"{""short_code"":""BUaLrf"",""original_url"":""https://opswise.net/dawn/beacon/187""}"
188,188,1,created,2025-10-13 00:57:57,"{""short_code"":""1AOZo0"",""original_url"":""https://hackstack.io/cobalt/engine/188""}"
189,189,121,created,2025-02-12 16:44:45,"{""short_code"":""BWI2a9"",""original_url"":""https://relay.cloud/brisk/meadow/189""}"
190,190,127,created,2026-01-26 22:17:17,"{""short_code"":""5yt0Cr"",""original_url"":""https://acme.dev/rapid/orbit/190""}"
191,191,336,created,2025-09-01 03:20:30,"{""short_code"":""u2Pl0U"",""original_url"":""https://opswise.net/calm/zenith/191""}"
192,192,388,created,2025-06-21 12:15:27,"{""short_code"":""8iz27y"",""original_url"":""https://acme.dev/clear/quartz/192""}"
193,193,378,created,2025-06-13 20:11:56,"{""short_code"":""P9ZIdM"",""original_url"":""https://example.com/forest/island/193""}"
194,194,89,created,2026-02-08 13:55:01,"{""short_code"":""CuB2BP"",""original_url"":""https://acme.dev/young/meadow/194""}"
195,195,349,created,2025-07-06 18:59:00,"{""short_code"":""iA0Nok"",""original_url"":""https://opswise.net/dawn/zenith/195""}"
196,196,296,created,2025-10-18 16:17:47,"{""short_code"":""7neaAl"",""original_url"":""https://acme.dev/mellow/network/196""}"
197,197,311,created,2025-05-13 09:43:23,"{""short_code"":""iFHAS5"",""original_url"":""https://example.com/clear/engine/197""}"
198,198,31,created,2025-07-14 02:39:55,"{""short_code"":""Xpl6Lv"",""original_url"":""https://acme.dev/opal/yard/198""}"
199,199,140,created,2025-04-27 17:15:19,"{""short_code"":""d8Ld5H"",""original_url"":""https://example.com/dawn/kernel/199""}"
200,200,357,created,2026-01-25 22:42:04,"{""short_code"":""Zqoa6O"",""original_url"":""https://example.com/harbor/garden/200""}"
201,201,301,created,2026-01-27 06:31:27,"{""short_code"":""BW3W2o"",""original_url"":""https://example.com/navy/engine/201""}"
202,202,65,created,2025-07-03 13:34:19,"{""short_code"":""SDbQZl"",""original_url"":""https://acme.dev/forest/canyon/202""}"
203,203,59,created,2026-01-04 00:43:42,"{""short_code"":""Et9YYW"",""original_url"":""https://example.com/navy/network/203""}"
204,204,144,created,2025-05-16 14:35:57,"{""short_code"":""9wqD6t"",""original_url"":""https://seeded.app/navy/lagoon/204""}"
205,205,140,created,2025-07-12 19:16:48,"{""short_code"":""8j4cMP"",""original_url"":""https://relay.cloud/dawn/meadow/205""}"
206,206,246,created,2025-09-01 02:05:02,"{""short_code"":""Wjtlbf"",""original_url"":""https://example.com/navy/valley/206""}"
207,207,2,created,2025-10-20 10:20:17,"{""short_code"":""UC0obS"",""original_url"":""https://opswise.net/rapid/signal/207""}"
208,208,304,created,2025-05-06 06:34:01,"{""short_code"":""Yo7Cbr"",""original_url"":""https://opswise.net/dawn/valley/208""}"
209,209,70,created,2025-07-05 06:19:33,"{""short_code"":""bWVqgV"",""original_url"":""https://seeded.app/forest/anchor/209""}"
210,210,208,created,2025-02-10 11:41:06,"{""short_code"":""rEmErf"",""original_url"":""https://opswise.net/amber/signal/210""}"
211,211,213,created,2025-07-18 15:54:25,"{""short_code"":""GuBKD7"",""original_url"":""https://seeded.app/lively/field/211""}"
212,212,198,created,2025-07-26 23:11:17,"{""short_code"":""lMRgxh"",""original_url"":""https://acme.dev/ember/harvest/212""}"
213,213,56,created,2025-02-02 11:26:11,"{""short_code"":""NnFKWN"",""original_url"":""https://opswise.net/tidy/pioneer/213""}"
214,214,126,created,2025-03-15 01:58:06,"{""short_code"":""y3ZA5z"",""original_url"":""https://hackstack.io/proud/delta/214""}"
215,215,322,created,2025-08-24 02:06:28,"{""short_code"":""ftv3Tk"",""original_url"":""https://seeded.app/silver/network/215""}"
216,216,156,created,2025-06-27 19:23:45,"{""short_code"":""6BwJMW"",""original_url"":""https://opswise.net/keen/garden/216""}"
